순번,논문명,저자명,출판년
347,한국 주식시장의 52주 최고가 이상현상 실증 분석 = (An) empirical analysis of 52-week high anomalies in the korean stock market,류성목,2018
348,한국 주식시장 주식 수익률의 역동적 횡단 자기 상관성 = Dynamic cross-autocorrelation of stock returns in the korean stock market,전승엽,2018
349,CDS 스프레드 기간구조를 이용한 주식 수익률 예측성 분석 : (The) term structure of credit spreads and expected stock returns in Asia,조아라,2018
350,복권 성향 주식 선호현상을 활용한 저베타 이상현상 검증 = can lottery-demand explain the low-beta anomaly in the korean stock market,김동욱,2018
351,보험형태별 자연헤지 효과 분석 : 국내 보험시장 적용 = (An) analysis on the natural hedging effect by product types : the Korean insurance market case,박찬재,2018
352,복권 성향 선호와 ELW수익률간의 관계 = (The) relation between lottery preferences and returns on ELW,박태영,2018
353,코스피 200 시장에서 구간 내재변동성의 예측 성과에 대한 실증 연구 = (An) empirical study on forecasting performance of corridor implied volatility in the KOSPI 200 Market,이승환,2018
354,한국 주식시장에서 대형 손실 금액을 고려한 포트폴리오 최적화의 경제적 가치 분석 = (An) analysis of the economic value of controlling for large losses in portfolio selection in the korean stock market,지우진,2018
355,주식가격의 일중 변동성과 레버리지/인버스 ETF의 리밸런싱 = Intraday stock price volatility with leveraged/inverse ETF rebalancing,배정호,2018
356,고유관심도가 반영된 소외도 측정모형을 통한 한국시장에서의 소외기업효과에 관한 실증연구 = (An) empirical study of a neglected firm effect using a new alternative measure of neglectedness in Korean stock market,박철안,2018
357,SRISK모형을 활용한 시스템적 위험 측정 및 거시경제변수 예측 실증 연구 = Systematic risk measurement and macroeconomic variables prediction using SRISK model,박찬재,2018
358,Macro factors PCA model on Korean-won based currency portfolio premia = 다국 통화 포트폴리오 수익률에 대한 거시경제변수 모델 : 국내 외환시장 중심으로,"Park, Ji Young",2018
359,개별 기업에 대한 네이버 검색량과 주식 수익률의 관계 : 국내 주식시장에서의 실증분석 = (The) relationship between naver search queries and stock returns : an empirical study on the Korean stock market,박지혜,2018
360,공매도와 신용거래 거래전략과 수익률 예측성에 관한 실증 연구 = Short-selling and margin-trading strategies and return predictability,박종필,2018
361,거시경제변수를 활용한 국고채 수익률 추정 및 예측 : Nelson-Siegel model의 상태공간모형을 중심으로 = estimating and forecasting Korea treasury bond yield using macroeconomic variables : focusing on state-space form of nelson-siegel model,이용진,2018
362,장부가/시장가 비율의 국내 시장 가치 프리미엄 설명력 분석 : 규모요인 = Decomposition of book-to-market ratio : size component,이동건,2018
363,꼬리 베타를 이용한 한국 주식시장 수익성 예측 실증연구 = (An) empirical study on Korean stock market profitability prediction using the tail beta,이국진,2018
364,국내은행 경기순응적 레버리지 행태 연구 : 자본규제를 중심으로 = Procyclicality of Korean bank leverage focused on capital regulation,안신원,2018
365,"국내 기업들의 초과보유현금과 해당 기업의 주식거래 연속성 및 유동성 리스크와의 관계에 대한 실증 연구 = Excess cash, trading continuity, and liquidity risk",심재환,2018
366,경기변동과 보증리스크에 관한 실증적 연구 = (An) empirical study of surety bond risk and business cycle,임상현,2018
367,한국 주식시장에서 변동성 관리 전략의 실증 연구 = (An) empirical study on the Korean stock market with volatility-managed strategy,임부연,2018
368,가중최소자승법을 이용한 전환사채 전환권의 가치평가 = Valuation of conversion rights for convertible bonds using the weighted least squares monte-carlo simulations,이현주,2018
369,마코프 국면전환 모형을 이용한 유가증권시장과 이자율 변동 간의 관계에 대한 실증분석 = (An) empirical study on the relationship between the stock market and interest rates using the markov regime-switching model,이치호,2018
370,Log periodic power law 모형을 이용한 한국 주식시장 버블 예측 = Prediction for financial crashes using the log-periodic-power-law in Korea market,이창희,2018
371,조회공시(현저한 시황변동:주가급등) 종목의 비정상수익률에 관한 연구 = (A) study on abnormal returns of inquired disclosure stocks (significant market fluctuation: a surge of stock price),이종필,2018
372,모멘텀 수익률에 대한 유동성 효과 검정 = Testing the liquidity effect for momentum profit,이재용,2018
373,모델 리스크를 조정한 최적 헤지 비율의 KOSPI 200 옵션시장에의 적용 = Model risk adjusted hedge ratios : an application to the KOSPI 200 index option market,이세준,2018
374,한국 주식시장에서의 체계적 꼬리 위험과 수익률 간의 관계 = Is systematic tail risk priced in the Korean stock market?,권지연,2018
375,조건부 CAPM을 중심으로 분석한 한국 주식시장의 저베타 이상현상 = (The) conditional capm analysis on low beta's anomaly in the korean stock market,하주응,2017
376,이동평균 전략의 수익성에 대한 실증연구 = An empirical study on the profitability of a moving average strategy in korean stock market,최광민,2017
377,한국 주식시장에서 시계열 모멘텀과 듀얼 모멘텀 전략에 대한 실증 연구 = (An) empirical study on time-series momentum and dual momentum strategy in the korean stock market,차은아,2017
378,한국 주식시장의 고 거래량 프리미엄에 대한 실증분석 = (The) high-volume premium : evidence from korean stock markets,정우준,2017
379,Profitability of executing relative value (RV) yield curve arbitrage strategy : (a) study of korean butterflies = 한국 채권시장의 차익거래 실효성에 대한 연구 : 버터플라이 전략,"Chang, Jae",2017
380,국내 주식시장에서 잔차 모멘텀 전략에 대한 실증 분석 = Residual momentum : evidence from korea stock markets,이재성,2017
381,Empirical studies on the mean/variance efficiency of levy and roll (2010) in the korean stock market = Levy and Roll (2010)의 평균/분산 효율성에 대한 한국시장 실증연구,"Yi, Jae-You",2017
382,재간접 헤지펀드의 특성과 성과지속성에 관한 연구 = Fund of hedge funds characteristics and performance persistence,이은경,2017
383,주간사의 평판이 IPO 주식의 초기와 장기수익률에 미치는 영향 = Empirical study of the underwriter reputation on initial and long-run return of korean ipo,이성진,2017
384,실물옵션을 활용한 한국의 자본구조분석 및 한계점 = Capital structure analysis using real option in korean market and limitation of the model,이명은,2017
385,한국 주식시장에서 물가민감도와 주식수익률에 관한 실증분석 = Inflation illusion and stock returns in the korea stock market,이기엽,2017
386,국내 주식시장에서 발생액 및 투자 이상현상과 수익률 횡단면변동성에 대한 실증 연구 = (An) empirical study on the accrual and investment anomalies and return dispersion in the Korean stock market,이경준,2017
387,국내 주식시장에서 EVA 포트폴리오의 유용성에 대한 실증연구 = (An) empirical study on usefulness of eva portfolio in korea stock market,윤영규,2017
388,한국 주식시장에서 자산유동성과 주식수익률과의 관계 실증분석 = (An) empirical study on the asset liquidity and stock returns in korean stock market,우일권,2017
389,"모멘텀, 산업 모멘텀 그리고 산업 군집성 : 한국 주식시장에 대한 실증분석 = Momentum, industry momentum and herding on the korean stock market",심찬보,2017
390,한국 주식시장의 이상현상에 대한 5 요인 모형 분석 = Decomposing anomalies in the korean stock market with a five-factor model,신주호,2017
391,외국인 투자자와 사외이사가 배당 스무딩에 미치는 영향 = The effect of foreign investors and outside directors on dividend smoothing,신근수,2017
392,Household portfolio efficiency in korea = 한국 가계 포트폴리오의 효율성에 대한 연구,"Ryoo, Young Woo",2017
393,베이지안을 이용한 한국 남성 사망률의 추정 및 보험 수리적 현가 분석 = (A) bayesian forecasting on korean male mortality rates and actuarial present value,김태현,2017
394,한국 채권 ETF 수익률의 예측가능성 = Predictability in korea bond EFT returns,김지훈,2017
395,한국 주식시장에서 현금기준영업수익성과 주식수익률간의 횡단면 연구 = Cash-based operating profitability in the cross section of stock returns in the korean stock market,김예영,2017
396,실적발표 이전의 낮은 거래량 충격이 수익률에 미치는 영향 = The effect of low volume shocks on stock returns prior to earnings announcements,김성환,2017
397,VKOSPI 지수 선물의 가격결정과 실증분석 = (An) empirical analysis on the valuation of the vkospi index futures,김민성,2017
398,한국 주식시장에서 가치 효과와 모멘텀 효과의 결합 포트폴리오 성과 분석 = Combining value and momentum in korea,김동현,2017
399,Empirical studies on size anomalies in asia-pacific region bank stock returns = 아시아-태평양 지역 은행주식 수익률 규모현상에 대한 실증분석,"Kim, Dah Kyung",2017
400,전력 유틸리티 수익률의 위험요인 분석연구 = (An) analysis on risk factors in electric utility returns,권혁신,2017
401,한국 시장에서의 주식 초과 수익률과 이자율 위험의 관계에 대한 실증분석 = Stock excess return and interest rate risk in korea stock market,권오빈,2017
402,"기업 펀더멘탈을 이용한 하이브리드 베타 추정법의 국내시장 적합성 실증분석 = Empirical analysis for hybrid beta, using firm fundamentals in korean financial market",권순신,2017
403,규모효과와 모멘텀효과의 관계에 대한 실증분석 = (An) empirical study on the relation between the size effects and the momentum anomaly in the korean stock market,구슬아,2017
404,시장붕괴 민감도와 전통적 위험요인과의 관계 = (The) relationship between crash sensitivity and traditional risk factors,강보미,2017
405,(An) empirical study on different weighting schemes of value and momentum strategies in the Korean equity market = 한국주식시장에서의 가치전략과 모멘텀 전략간 다양한 가중방식에 대한 실증연구,"YANG, YEO WOOL",2017
406,Macroeconomic indicators and EUR/USD algorithmic trading and speed = 거시경제 변수를 이용한 유로/달러 환율 알고리즘 트레이딩과 속도 중요성,"Jeong, Yeseul",2017
407,신생 헤지펀드 매니저 성과 및 계약조건의 영향에 대한 연구 = (The) performance of emerging hedge fund managers and the effects of terms of agreements on their returns,정인상,2017
408,Copula를 이용한 pairs trading의 한국 시장의 적용에 관한 실증연구 = (An) empirical study of a pairs trading using copulas in the Korean stock market,조동인,2017
409,국내 지역별 역모기지 Cross-over Risk에 대한 분석 = A study of the regional cross-over risk on the reverse mortgage in Korea,서승환,2016
410,한국 국고채 이자율 기간구조 예측에 관한 실증 분석 = An empirical study on forecasting of interest term structure of government bond in Korea,장재혁,2016
411,대표이사 변경에 따른 주가 변동성 분석 : 베이지안 학습모형을 중심으로 = An empirical study on stock return volatility after CEO turnover using : a bayesian learning model,문경주,2016
412,(A) test of the market efficiency using statistical arbitrage strategies in the KRX equity market = 통계적 차익 거래 기법을 이용한 한국 주식 시장의 시장 효율성 검증,"Park, Changwook",2016
413,(An) empirical analysis of connectedness and systemic risk in the Korean finance sector using principal components analysis and granger causality = 주성분 분석과 그레인저 인과관계를 이용한 한국 금융기관간 상호연계성 및 시스템적 리스크에 대한 실증 분석,"Bang, Sung Min",2016
414,재무정보를 이용한 저축은행 부실예측에 관한 연구 = Empirical analysis on the insolvency of saving banks with accounting variables,변승무,2016
415,Temporal 데이터 마이닝을 위한 FLS방법과 통계적 차익거래 : 한국 시장을 중심으로 = Flexible least squares for temporal data mining and statistical arbitrage in Korea,성민형,2016
416,발생액에 기초한 이익과 주식수익률 예측 모형에 관한 실증 연구 : 한국 시장의 자료를 중심으로 = An empirical study on accrual-based earnings and stock return prediction models : evidence from Korean stock markets,윤여일,2016
417,미국시장에서 REITs의 수익률과 고유 변동성의 상관관계에 관한 연구 = An empirical study on the relationship between return and idiosyncratic risk in the US REITs market,이경민,2016
418,국내 주식시장에서 fama and french 요인모형에 대한 실증 연구 = An empirical study on the fama and french factor model in Korean stock market,이근욱,2016
419,한국 주식시장에서 유동성이 기업성과에 미치는 영향에 대한 실증 분석 = An empirical study of the effect of stock liquidity on the firm performance in Korea stock market,이명우,2016
420,Logistic mixture autoregressive 모형을 반영한 페어트레이딩 연구 = A study of a pair trading strategy in Korean market,이장원,2016
421,정부 정책의 변화가 주식 수익률에 미치는 영향에 관한 연구 = A study on the change of policy keynotes and stock returns,이현승,2016
422,Dependence between loss run-off triangles based on Copulas = 코퓰라를 이용한 손해보험 지급보험금의 상관성 분석,"Lee, Hyo Jeong",2016
423,한국 주식시장에서의 변동성 위험과 점프 위험에 대한 실증 연구 = An rmpirical test of aggregate jump and volatility risk in the Korea stock market,이준우,2016
424,제조업과 비제조업의 산업 집중도와 주가 수익률에 대한 실증 분석 = an empirical study on industry concentration and stock returns in the manufacturing and non-manufacturing,장민석,2016
425,조세 회피에 대한 파생상품의 영향 : 한국 금융산업을 중심으로 = the effects of derivatives on corporate tax avoidance in the Korean financial industry,전재현,2016
426,한국 주식시장에서 위험관리 모멘텀 전략에 대한 실증 연구 = An empirical study on the risk-managed momentum strategy in Korean stock market,정영빈,2016
427,한국 주식시장의 저베타 이상현상 검증 = Low beta's anomaly in the Koren stock market,조원국,2016
428,한국채권시장 국채공급량과 국채초과수익률에 관한 실증분석 = Korea treasury bonds supply and bond excess returns,한세훈,2016
429,Regime-based asset allocation using a hidden markov model = 은닉 마코프 모형을 이용한 국면 기반 자산배분 전략,"Jeong, Jee Yoon",2016
430,한국 은행 및 보험 업종 주식 수익률의 규모 이상현상 = Size anomalies in Korea bank and insurance industries stock returns,현일,2016
431,Nonparametric option pricing models with empirical analysis in KOSPI option market = 비모수 옵션 가격 결정 모형과 KOSPI 옵션 시장 실증 분석,"Kim, Chan Young",2016
432,스트레스 테스트를 통한 건설보증의 신용리스크 분석 = Credit risk analysis using stress testing method : a construction surety bond case,김기영,2016
433,KOSPI 200 옵션시장에서의 ad hoc black scholes 모형별 성과 비교 = A comparative study of ad hoc black and scholes models on the KOSPI 200 index market,김영균,2016
434,한국시장의 주식과 ETF를 활용한 통계적 차익거래 기법의 성과비교 = Performance comparison of statistical arbitrage strategies in the Korean equity market by using stocks and ETFs,김정렬,2016
435,The effects of cash flow hedging on liquidity and investment decisions = 기업의 현금흐름위험 헤징활동이 유동성관리 및 투자의사결정에 미치는 영향,"Lee, Sang Hee",2015
436,회계보수주의가 CDS스프레드에 미치는 영향에 대한 실증연구 = An empirical analysis on the effect of accounting conservatism reflected in the credit default swap spreads,김민,2015
437,Display 산업의 주가 상호 연관성 분석 = The relationship among stock prices of display industry,강대일,2015
438,Copula 함수를 이용한 Credit Linked Notes의 가격 결정에 관한 연구 = A study of copula functions for pricing credit linked notes,이인호,2015
439,금융시장환경이 금리구조화채권 발행시장에 미친 영향에 대한 실증연구 = An empirical study on the influences of financial market conditions on the structured bonds market,이재형,2015
440,한국채택국제회계기준(K-IFRS) 도입이 기업공개시 공모가격 저평가에 미치는 영향 = The impact of mandatory K-IFRS adoption on IPO underpricing,이현덕,2015
441,첨도·왜도를 이용한 옵션거래 실증분석 = An empirical analysis on kurtosis & skewness options trading,정원현,2015
442,한국시장에서의 외국인 주식매매행태 및 Anchoring Effect 분석 = Analysis on foreign investor's trading behavior and anchoring effect in the Korean stock market,하도훈,2015
443,보증리스크와 거시경제요인에 관한 실증적 연구 = An empirical study of surety bond risk relating to macro economic factors,권우진,2015
444,코스닥 IPO 기업 장기성과에 대한 실증연구: 공모자금 사용목적과의 관련성을 중심으로 = An empirical analysis of long-run performance on KOSDAQ IPO stocks: a relation with intended use of capital,권혁주,2015
445,한국 주식시장에서의 기업의 재무적 제약과 주식 수익률에 관한 실증 연구 = An empirical study on the financial constraints and stock returns in the korean stock market,김경원,2015
446,공시일 전후의 거래량 분석 연구 : Information Asymmetry와 Timing Information을 중심으로 = Trading volume around corporate disclosure : the effect of information asymmetry and timing information,김동규,2015
447,CDS 스프레드 결정요인에 대한 실증연구 : 시장요인과 개별요인을 구분하여 = An emprical analysis of the determinants of credit default swap spread with market and individual factors,김민준,2015
448,마켓 타이밍 전략의 수익성에 대한 실증연구 : 한국 주식시장을 중심으로 = Profitability of market timing strategy at the portfolio level in Korea stock market,김태희,2015
449,한국 시장에서의 Model-free 내재변동성의 정보내용에 관한 연구 = A study on the information content of model-free implied volatility in the Korean market,박승기,2015
450,이익조정모형이 기업평가의 정확성에 미치는 영향 = The effects of earnings management models on the accuracy of valuation,변부성,2015
451,자기자본이익률의 비대칭적 평균회귀 현상에 대한 실증 연구 -KOSPI를 중심으로- = A study on asymmetrical return on equity mean reversion and catering theory -focused on KOSPI market-,송영준,2015
452,Modeling dynamics of statistical arbitrage: pairs trading strategy utilizing high frequency data and euclidean distance = 통계적 차익거래 모델링: 고빈도 데이터와 유클리드 거리를 이용한 페어트레이딩 전략,"Oh, Ki Hun",2015
453,실적 발표일 전후로 보는 투자자별 수익률 분석 = Investors trading and return analysis around earnings announcements,오영재,2015
454,The Lee-Carter model and its variants on forecasting Korea's mortality rates = Lee-Carter 모형 및 수정모형들을 이용한 한국에서의 사망률 예측에 관한 연구,"Won, Jin Hee Rebecca",2015
455,An analysis of volatility smiles in interest rate options via SABR-LMM = SABR-LMM 모형을 이용한 이자율 옵션의 변동성 미소 분석,"YOO, EUN GYU",2015
456,일중 주식 수익률의 패턴 연구 : 일중 모멘텀 효과 분석 = Intraday patterns in the stock returns in Korean market : Intraday momentum effect,엄재훈,2015
457,한국 주식시장 내 공매도의 가격 발견기능에 대한 실증연구 = Does short selling improve price discovery?,이현열,2015
458,유럽 탄소배출권 가격의 연속시간 동태모형 추정 및 파생상품 가격평가 = Modeling continuous-time dynamics of EU allowance spot prices and pricing of derivatives,임찬웅,2015
459,A peek inside the black box: executive compensation practice in Korea = 국내 임원보수체계 결정요소 대한 실증적 연구,"Chang, Hae Yoon",2015
460,부채비율과 주식수익률과의 상관관계에 대한 실증분석 = The relationship between debt/equity ratio and stock returns,전주환,2015
461,한국 주식시장에서 F-SCORE 실증 연구 = An empirical study based on F-sCORE in Korean stock market,한상욱,2015
462,한국 주식 시장에서 산업별 주가 수익률의 상호 예측에 대한 실증 분석 = An empirical study on the cross-predictability of industrial stock returns in the Korean stock market,홍병진,2015
463,"레버리지(D/E), Altman’s Z와 주가수익률의 관계에 대한 실증분석 = An empirical study on the relationship among debt to equity, Altman’z and expect stock returns",정성환,2007
464,국채선물시장의 만기일효과에 관한 실증연구 = An empirical study of maturity effect in the Korean treasury bond futures market,강신구,2007
465,구조화채권 가격결정에 대한 연구 : Heath-Jarrow-Morton 모델과 Black 모델의 비교 = An empirical study on the valuation of the structured notes using Heath-Jarrow-Morton model and Black model,김은석,2007
466,변동성 지수를 이용한 콜-풋 옵션가격 스프레드의 예측연구 = A study on forecasting the spread of call-put option prices using volatility index,김은우,2007
467,Schwartz-Moon 모형을 이용한 급성장 기업의 가치평가 연구 = On the valuation of high-growth companies in Korea using the Schwartz-Moon model,김정민,2007
468,초기수익과 물량간의 관계에 대한 실증연구 : 코스닥 신규상장기업을 중심으로 = A study on the relation between the IPO initial return and listing volume in KOSDAQ market,김현욱,2007
469,고빈도 데이터를 이용한 환율변동성 예측에 관한 실증분석 = An empirical study on forecasting exchange rate volatility with high frequency data,나우식,2007
470,국채선물을 이용한 차익거래 수익성 실증연구 : 국채선물과 이자율스왑을 이용한 매도차익거래 전략을 중심으로 = An empirical study on the arbitrage profitability with the KTB futures,남호연,2007
471,구조화채권 가격결정방법에 대한 실증연구 : power spread note 중심으로 = An empirical study on the valuation of power spread note,박성문,2007
472,최대주주 변경에 따른 주식의 수익률 및 변동성에 관한 실증 연구 = An empirical study on the return and volatility of the stocks announcing the largest stockholder changes,박재형,2007
473,MCMC (markov chain monte carlo) 방법을 적용한 운영리스크 LDA (loss distribution approach) 측정방법에 관한 실증연구 = An empirical study on operational risk measurement using loss distribution approach with MCMC(markov chain monte carlo) method,박준홍,2007
474,상품선물시장에서의 편의수익 행태 = Convenience yield behavior in commodity futures markets,박지훈,2007
475,주식선택권의 공정가치 산정방법에 관한 연구 및 실증분석 = A fair value model and empirical study of share option,박현섭,2007
476,회사채와 신용부도스왑 가격을 이용한 신용 스프레드 분석 = An empirical analysis on credit spreads using corporate bonds and credit default swap prices,배현진,2007
477,우리 기업의 배당성향과 이익증가율의 관계에 대한 실증분석 = Empirical study on the relationship between dividend payout ratio and future earnings growth,성광진,2007
478,구조화 채권의 가격 산정 방법에 관한 실증 연구 : CD range accrual note를 중심으로 = An empirical study on valuation of CD range accrual note,박해일,2007
479,Credit default swap pricing의 actuarial approach를 통한 사례연구 : Hull and white가 제시한 부도확률을 이용하여 = An empirical study on credit default swap contract by actuarial approach using hull and white model,신준형,2007
480,주가 수익률의 설명변수로서 VAR에 대한 실증연구 : 한국 주식시장 연구를 중심으로 = An empirical study on performance of VAR as explanatory variable for expected stock returns in the Korean stock market,심승기,2007
481,외채상환가능성 평가 모형 비교 연구 = A study on the models of soverign debt repayments,안수경,2007
482,CDO 평가 방법의 비교 : 단일 요인 모형을 중심으로 = A comparative analysis of CDO pricing : one factor approach,양도규,2007
483,주식워런트증권(ELW)의 상장사건에 관한 비교 연구 : 국내LP와 국외LP의 성과비교를 중심으로 = A comparative event study on listing of equity linked warrants : focus on the comparative study for the domestic LP and foreign LP performance,양재석,2007
484,출자회사-피출자회사 구조와 금융유연성 강화에 관한 연구 = A study on the relation between parent-subsidiary structure and financing flexibility enhancement,양지웅,2007
485,주식워런트증권(ELW)의 거래도입이 기초자산에 미치는 영향 실증분석 = An empirical study on the impact of ELW introductions on the behavior of underlying stocks,오윤성,2007
486,Stochastic default barrier를 이용한 자산담보부증권(CDO) 가격결정과 민감도 분석 = The pricing and sensitivity analysis of collateralized debt obligations with stochastic default barrier,유진용,2007
487,추적오차(tracking error)를 최소화하는 Kospi200 index basket의 구성방법연구 = A study on the construction method of Kospi200 index basket minimizing the tracking error,윤형진,2007
488,우리나라 대기업집단의 출자할인 분석 = Determinants of the parent company discount in Korea,윤혜경,2007
489,신용등급과 아시아 기업 자본구조 결정 간의 관계에 대한 실증 연구 = The empirical analysis of relationship between credit ratings and the capital structure decision for Asian firms,이봉주,2007
490,부도율 및 손실율과 거시경제변수와의 관계에 관한 실증 연구 = A study of relationship between PD&LGD and macroeconomic variables focusing on banking loan,이순재,2007
491,신용디폴트스왑 스프레드에 관한 실증분석 : GARCH 및 다중회귀분석모형을 중심으로 = An empirical study on Korean sovereign credit default swap spread with GARCH and multi regression analysis,이승호,2007
492,이자율기간구조를 이용한 신종금리연계채권 개발에 대한 연구 : steepener 상품을 중심으로 = Design for new type of interest rate linked note using interest rate term structure focusing on steepener products,이용혁,2007
493,한국증권시장에서 유상증자공시의 정보효과에 관한 연구 = An empirical study on the effect of the disclosure of paid-in capital increase to the stock price in the Korean stock market,이원하,2007
494,"DLS 가치평가에 관한 연구 : Gold, WTI 연계증권을 중심으로 = On the valuation of derivatives linked securities related to Gold and WTI DLS",장우성,2007
495,프로젝트 파이낸스의 신용 스프레드에 관한 실증분석 : 해외 프로젝트를 중심으로 = An empirical study on credit spreads of project finance,장우영,2007
496,확률변동성 모형을 이용한 KOSPI200 지수 옵션의 가치 평가 및 헤징 성과 분석 : Heston 모형을 중심으로 = Pricing and hedging KOSPI200 index options using stochastic volatility models,장재영,2007
497,적대적 인수합병(M&A) 시도가 합병대상기업 가치에 미치는 영향 = The effect of hostile takeover attempts on target firm value,장정훈,2007
498,부채담보부채권의 가격결정에 관한 연구 : Hull and White (2004) 모형을 중심으로 = Pricing CDO using hull and white (2004) model,정헌재,2007
499,이자율옵션 가격결정 모형의 비교 연구 : Heath-Jarrow-Morton 모형과 LIBOR 시장모형 중심으로 = A comparative study on valuation of interest rate option : Heath-Jarrow-Morton and LIBOR market models,최은희,2007
500,ALM을 통한 효율적 자산 운용 방안 연구 : 생명 보험 회사의 종신 보험을 중심으로 = Efficient asset management through ALM,최병권,2007
501,동태적 분석방법에 의한 이자율 스왑스프레드 실증연구 = An empirical study on interest rate swap spread by dynamic method,최세욱,2007
502,신한-조흥은행의 합병이 거래기업 주가에 미치는 영향에 관한 연구 = The wealth effect of bank consolidation on the client firm shareholders : the case of Shinhan and Chohung bank,하준삼,2007
503,외환위기 이후 주가수익률 변동성에 대한 실증연구 : VAR 모형 및 BEKK 모형을 중심으로 = An empirical study on stock market volatility since financial currency crisis : using VAR model & BEKK model,홍철,2007
504,이자율 기간구조 모형을 이용한 국채선물 가격결정 실증분석 = Empirical tests on valuation for Korean government bond futures using term structure model,홍훈,2007
505,원/달러 통화선물과 NDF거래를 이용한 헤징효율성 비교 = A comparative analysis of hedging effectiveness using the KRW/USD futures and non-deliverable forward contracts,오영석,2006
506,Wavelet을 이용한 VaR 측정 및 실증분석 = An empirical study on VaR using the Wavelet,유광수,2006
507,변동성스마일을 이용한 델타헤징 실증 분석 = An empirical study on delta hedging with the volatility smile,이경수,2006
508,이자율파생상품에 대한 이자율 기간구조의 영향과 변동성 요인 분석 : KRW IRS swaption을 중심으로 = An empirical analysis of common factors governing the implied volatility movements of KRW IRS swaptions,이범진,2006
509,금융산업의 시장규율 효과에 대한 실증연구 : 국내 은행이 발행한 후순위채권에 대한 연구를 중심으로 = An empirical study on market discipline role of subordinated debt in the korean banking industry,양종배,2006
510,유료도로 유동화 증권의 가격결정에 관한 연구 = A study on pricing toll road asset backed securities,이상재,2006
511,장개시전 동시호가기간의 가격발견기능과 정보효율성에 관한 연구 = Price discovery and information efficiency during the preopening period,이승훈,2006
512,단기부동자금 현상에 대한 실증연구 = An empirical study on the short term money phenomena,이장춘,2006
513,국내 은행산업의 X-비효율성에 대한 실증분석 = An empirical study of X-inefficiency in domestic banking industry,이재근,2006
514,회사채 신용스프레드에 관한 실증연구 = An empirical study on the credit spread of corporate bonds in Korea,이상형,2006
515,상장지수펀드를 활용한 지수차익거래 = An empirical test of the effectiveness of index arbitrage using ETFs,이창화,2006
516,국외 발행 회사채 신용등급 변경에 따른 주가 수익률에 관한 실증연구 : 단기 주가수익률 변화를 중심으로 = An empirical analysis of the effects of US dollar denominated bond rating changes on common stock returns : using short-term stock returns,임경천,2006
517,우리나라 공정공시의 정보효과에 관한 연구 = A study on the information effects of regulation fair disclosure,장준경,2006
518,통화정책에 대한 금리기간구조의 유용성 분석 = The term structure of interest rates and its role in monetary policy,조강래,2006
519,보험의 증권화에 관한 연구 : SREQ채권발행 사례를 중심으로 = A study on insurance securitization : focusing on the SREQ bond case,최승현,2006
520,국내기업의 외화표시채권의 신용스프레드 변화량 결정요인에 관한 실증연구 = An empirical study on the determinants of credit spread changes of korean corporate bonds denominated in foreign currency,임지영,2006
521,변액보험의 최저 사망보험금 보장옵션에 대한 가격결정 모형 연구 : 채권형 펀드를 중심으로 = A study on the pricing of variable life insurance policies with guaranteed minimum death benefit,강선웅,2006
522,코스닥50 지수종목 변경에 대한 가격 및 거래량 효과에 대한 실증분석 = An empirical analysis on the price and volume effects associated with changes in the KOSDAQ 50 List,이동주,2006
523,국고채 수익률 기간구조 추정 및 예측 = Estimating and forecasting the term structure of government bond yields,김건수,2006
524,KOSPI 200 옵션가격에 내재된 우리나라 투자자들의 위험선호(risk preferences)에 관한 연구 = Estimating risk preferences of the korean investors implied by KOSPI 200 option prices,김도한,2006
525,ADR 발행 국내기업의 원주 주가반응에 관한 실증 연구 = An empirical study on stock price responses of Korean firms issuing ADR,김동수,2006
526,(An) empirical study of bayesian MCMC method on term structure models = 이자율 모형에 대한 Bayesian MCMC method 실증분석,"Kim, Ban-Suk",2006
527,국소변동성 모형을 이용한 KOSPI200 지수 옵션의 가격 및 헤징성과 분석 = Pricing and hedging KOSPI200 index options using local volatility models,고은진,2006
528,최소자승법을 이용한 주가연계증권 가치평가에 관한 연구 = On the valuation of equity-linked securities using the least-squares approach,김상문,2006
529,신용위험과 경기변동에 관한 실증 연구 = An empirical study on credit risk and business cycle,김성준,2006
530,신 BIS협약 적용에 따른 신용위험모형 비교분석 : 내부등급법(IRB)과 CreditMetrics™를 중심으로 = A comparative analysis of credit risk modeling on BASELⅡ : BASELⅡ IRB and creditMetrics™,김세진,2006
531,원/달러 통화스왑 베이시스의 실증분석 = An empirical study on the basis in the won/dollar currency swap market,김신영,2006
532,Tail dependence를 고려한 신용파생상품의 가격결정에 관한 연구 : copula 접근방법 = A study on the pricing credit derivatives with tail dependence : copula method,김재진,2006
533,한국 회사채 가격결정에 관한 실증연구 : longstaff and schwartz 모형을 중심으로 = An empirical study on the pricing of corporate bonds in the korean bond market : using the Lonstaff and Schwartz model,김종희,2006
534,전력시장 가격예측 모형의 비교연구 = A comparison of electricity market price forecasting models,신기종,2006
535,한국 주식시장에서 반대투자전략의 효율성 분석 : 상장폐지기업의 생존편의 문제와 관련하여 = An empirical study on the efficiency of contrarian strategy in the korean stock market : considering survivorship bias of delisted companies,신준석,2006
536,연속시간모형을 이용한 코스닥기업의 가치평가 = Valuation for the KOSDAQ firm : a continuous time approach,심성학,2006
537,거래주문흐름이 원/달러환율 변동에 미치는 영향에 대한 실증분석 = An empirical study on the impact of order flow on the won/dollar exchange rate variation,심재휘,2006
